Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle,Region_clean
139640, ARMM,66612,Wage/Salaries,1,21484,14858,2800,13838,2513,7425,3920,0,3890,2654,24240,16800,140,7980,2700,1245,6540,4000,0,39200,Male,52,Married,Elementary Graduate,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,4,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,20,20,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,0,1,0,0,0,0,2,0,0,0,0,ARMM
136485, ARMM,58435,Other sources of Income,0,18580,11565,3222,11336,2088,4868,5070,0,2080,6002,19320,15000,480,9840,6600,350,6378,7600,0,36000,Male,37,Married,Elementary Graduate,No Job/Business,,,Extended Family,3,0,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,14,17,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,1,0,0,0,0,0,0,3,0,0,0,0,ARMM
126425, ARMM,58724,Enterpreneurial Activities,0,24341,18998,1170,10754,1774,4243,7800,0,1040,1828,9798,7800,460,4680,0,900,5514,1000,20180,53180,Male,42,Married,Grade 1,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,8,1,5,0,Single house,Mixed but predominantly strong materials,Quite Strong,10,18,1,"Own house, rent-free lot with consent of owner",Closed pit,0,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
67135, ARMM,30990,Other sources of Income,0,10658,7998,1505,6216,1320,4040,0,0,0,914,14898,9600,667,4860,0,0,2208,0,0,0,Female,61,Widowed,Grade 1,No Job/Business,,,Extended Family,3,0,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,20,20,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
125740, ARMM,59962,Wage/Salaries,1,21450,17042,1293,11157,2850,6180,4960,0,3380,1550,16158,9600,640,3960,2700,970,5196,8000,0,0,Female,60,Widowed,No Grade Completed,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,4,0,1,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,26,15,1,"Own house, rent-free lot with consent of owner",Closed pit,1,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
189060, ARMM,65845,Other sources of Income,0,22009,13678,3304,10305,2300,10485,10525,0,0,3865,23400,16200,180,1920,900,40470,10464,10000,10360,48360,Male,52,Married,First Year High School,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,5,0,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,26,15,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,2,0,0,0,0,ARMM
93185, ARMM,52439,Wage/Salaries,1,15537,11176,2335,7684,2845,4060,0,0,0,2328,12900,9000,807,3960,900,0,5670,0,0,0,Male,24,Married,Elementary Graduate,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,3,1,0,1,Single house,"Light material (cogon,nipa,anahaw)",Light,14,15,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
241410, ARMM,141448,Wage/Salaries,1,47152,34255,5750,18119,8791,9770,15100,1560,6370,6439,14838,9900,300,10200,2400,1100,10776,8000,20220,70280,Male,51,Married,Grade 1,With Job/Business,Farmhands and laborers,Worked for private establishment,Extended Family,9,0,5,2,Single house,Mixed but predominantly light materials,Light,36,15,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,2,0,0,1,0,ARMM
115430, ARMM,56894,Wage/Salaries,1,16417,11878,1672,6098,4233,5700,5725,0,2702,1010,15126,12000,240,7800,2910,2050,5364,0,0,14000,Male,47,Married,Grade 1,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,3,0,1,1,Single house,"Light material (cogon,nipa,anahaw)",Strong,15,17,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",0,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
72815, ARMM,27702,Other sources of Income,0,9420,7620,550,5258,1540,4550,0,0,3120,965,22488,18000,300,2280,0,0,2712,0,0,0,Male,68,Married,Elementary Graduate,No Job/Business,,,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,16,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
103770, ARMM,65705,Wage/Salaries,1,19742,16884,549,7310,2885,3975,5550,0,2340,1595,11808,7800,1296,2280,0,900,6378,0,0,0,Male,30,Married,Grade 2,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,5,1,2,1,Single house,"Light material (cogon,nipa,anahaw)",Light,11,15,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
152985, ARMM,60542,Wage/Salaries,1,23291,18278,2218,9190,3243,5580,3890,0,6220,4436,17076,10800,240,5520,2550,14390,4968,0,15900,15900,Male,57,Married,No Grade Completed,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,8,0,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,15,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,1,1,0,0,0,0,0,2,0,0,0,0,ARMM
122575, ARMM,56792,Wage/Salaries,1,12836,10425,1015,5310,3465,5218,2750,0,1170,1766,10488,6600,840,3360,1500,520,4620,0,0,0,Male,27,Married,Third Year High School,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,5,1,2,1,Single house,"Light material (cogon,nipa,anahaw)",Light,11,16,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,1,0,0,0,0,0,0,1,0,0,0,0,ARMM
140610, ARMM,67133,Wage/Salaries,1,20573,14436,2346,11345,3465,5815,0,360,3823,1276,25788,21000,1340,8100,1950,0,5856,2000,0,0,Male,61,Married,Elementary Graduate,No Job/Business,,,Extended Family,5,1,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,49,15,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,1,0,0,0,0,0,1,0,0,0,0,ARMM
130825, ARMM,64882,Wage/Salaries,1,19910,13115,2466,10523,2370,6230,4700,360,3110,3122,16458,12000,630,6000,2400,1050,6696,9000,0,0,Male,40,Married,Grade 4,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,5,0,3,1,Single house,"Light material (cogon,nipa,anahaw)",Light,15,15,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,0,0,0,0,0,0,1,0,0,0,0,ARMM
161105, ARMM,82810,Wage/Salaries,0,18649,11990,3990,20311,3353,8149,4700,60,3640,5186,19698,11400,330,12258,4200,1700,8904,4000,0,60200,Male,55,Married,Elementary Graduate,With Job/Business,Carpenters and joiners,Worked for private establishment,Single Family,3,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,15,17,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,0,1,0,0,0,0,2,0,0,0,1,ARMM
114175, ARMM,62036,Wage/Salaries,1,20361,15035,1868,12655,2960,5740,5050,470,5960,3671,14328,10800,780,3840,2100,1350,7344,0,0,0,Male,32,Married,High School Graduate,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,5,0,3,1,Single house,"Light material (cogon,nipa,anahaw)",Strong,11,15,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",0,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
95873, ARMM,52875,Wage/Salaries,1,13980,11016,1960,10460,2911,7828,2365,0,2340,1180,13062,9600,1220,5280,1440,650,5136,0,0,0,Male,26,Married,High School Graduate,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,3,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,15,15,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,1,0,0,0,0,0,1,0,0,0,0,ARMM
181390, ARMM,80703,Other sources of Income,0,21032,15750,5695,14308,3691,6900,9175,570,9840,6317,20730,15000,510,7800,2790,1100,6114,6500,0,0,Male,33,Married,Third Year High School,With Job/Business,Wood processing plant operators,Worked for private establishment,Single Family,4,0,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,39,25,4,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,0,0,1,0,0,0,0,2,0,0,0,0,ARMM
108630, ARMM,66200,Enterpreneurial Activities,1,26574,20934,1280,12210,1943,6045,6880,0,3620,1660,8772,6000,924,1380,0,1430,3816,5000,0,95470,Male,43,Married,Grade 1,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,7,1,4,0,Single house,Salvaged/makeshift materials,Salvaged,11,16,1,"Own house, rent-free lot with consent of owner",Others,0,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
163475, ARMM,64209,Wage/Salaries,0,29061,24302,1365,8577,2685,6075,3035,0,7240,4151,29796,18000,5486,7620,2340,2240,9672,4000,0,47900,Male,58,Married,Grade 2,With Job/Business,Traditional chiefs and heads of villages,Worked for government/government corporation,Extended Family,4,0,2,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,32,17,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,1,0,0,1,0,0,0,3,0,0,0,0,ARMM
117230, ARMM,50234,Other sources of Income,0,15319,12243,1098,7081,1685,11935,1150,0,0,937,12720,9600,11540,5640,8100,150,3060,8800,0,6000,Female,77,Widowed,High School Graduate,No Job/Business,,,Extended Family,5,0,1,1,Single house,Mixed but predominantly strong materials,Very Light,20,17,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, shared with other household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
292260, ARMM,117436,Wage/Salaries,0,50460,28476,3478,11839,4706,9075,9100,0,0,8256,19398,6000,1520,20886,3300,26140,32472,20000,0,33200,Male,67,Married,Elementary Graduate,With Job/Business,Motorcycle drivers,Self-employed wihout any employee,Extended Family,5,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,63,15,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,0,0,0,6,0,0,0,1,ARMM
196460, ARMM,79839,Wage/Salaries,0,19984,15215,6250,10652,6517,8188,9750,0,0,7855,23910,18000,1368,11040,9900,23955,6408,0,0,0,Male,38,Married,High School Graduate,With Job/Business,Building construction laborers,Worked for private establishment,Single Family,5,0,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,20,2,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,0,0,0,0,0,0,3,0,0,0,0,ARMM
206290, ARMM,97830,Wage/Salaries,0,27638,16343,5378,16251,4497,9297,11940,0,0,6348,20820,12000,2230,9642,7896,20200,15042,0,0,76800,Male,48,Married,First Year College,With Job/Business,"Car, taxi and van drivers",Worked for private establishment,Single Family,5,0,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,25,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,0,1,0,0,0,3,1,0,0,0,ARMM
180370, ARMM,76307,Wage/Salaries,0,20814,12035,7582,8826,3116,7473,8000,0,0,4602,24150,18000,430,3000,4350,21050,19224,11500,0,0,Female,43,Divorced/Separated,Teacher Training and Education Sciences Programs,With Job/Business,General secondary education teaching professionals,Worked for private establishment,Single Family,3,0,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,36,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,3,0,0,0,0,ARMM
255200, ARMM,68610,Other sources of Income,0,20016,13050,7230,8680,4918,8795,0,0,0,4092,39594,30000,45720,12120,16800,0,7830,15000,0,0,Male,75,Married,Post Baccalaureate,With Job/Business,Traditional chiefs and heads of villages,Worked for government/government corporation,Single Family,2,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,59,32,4,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,0,0,0,0,3,0,1,0,0,ARMM
78980, ARMM,35877,Enterpreneurial Activities,0,13190,9055,754,6433,1606,4781,0,0,4275,560,14610,9600,299,4020,1920,0,2712,3800,0,42000,Male,62,Married,Grade 3,With Job/Business,Carpenters and joiners,Worked for private establishment,Single Family,3,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,23,15,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,0,0,0,0,0,0,2,0,0,0,0,ARMM
59460, ARMM,18447,Enterpreneurial Activities,0,6407,5690,1090,3965,304,1315,1200,150,5415,910,10008,6000,245,2100,0,0,4158,3700,0,31000,Male,36,Divorced/Separated,Engineering and Engineering trades Programs,With Job/Business,Motor vehicle mechanics and related trades workers,Self-employed wihout any employee,Single Family,1,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,12,17,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
162350, ARMM,86310,Wage/Salaries,0,26052,16163,10718,8016,3912,7305,7125,650,0,1335,15750,9600,1624,12720,2790,20850,6576,0,0,24000,Male,45,Married,Third Year College,With Job/Business,Market and sidewalk stall vendors,Self-employed wihout any employee,Single Family,5,1,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,15,13,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,3,0,0,0,0,ARMM
616250, ARMM,125525,Wage/Salaries,0,32482,15455,15224,21291,6302,11646,15600,0,0,15723,29082,18000,1310,37116,19200,16600,61458,120000,0,0,Male,42,Married,Security Services Programs,With Job/Business,Police officers,Worked for government/government corporation,Single Family,4,1,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,32,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,1,0,0,4,0,0,0,2,ARMM
315470, ARMM,123033,Wage/Salaries,0,41697,17828,7236,16965,5919,12038,10600,0,0,12433,20496,9600,2275,7560,11400,3550,38430,40000,0,6000,Male,40,Married,Teacher Training and Education Sciences Programs,With Job/Business,"General managers/managing proprietors in agriculture, hunting, forestry and fishing",Self-employed wihout any employee,Single Family,8,2,4,1,Single house,Mixed but predominantly strong materials,Very Light,36,15,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,0,0,0,0,3,0,0,0,0,ARMM
93045, ARMM,25697,Enterpreneurial Activities,0,10782,7497,1073,4777,1052,3125,0,0,0,1060,11238,6000,2965,1440,0,0,1818,0,0,54000,Female,65,Widowed,Grade 5,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,1,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,15,17,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
358100, ARMM,113104,Wage/Salaries,0,27023,17362,13448,15530,21985,10810,8100,0,0,6393,31602,24000,16930,11160,9000,1200,40020,64300,0,0,Male,54,Married,Social and Behavioral Science Programs,With Job/Business,Police officers,Worked for government/government corporation,Single Family,3,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,48,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,0,0,0,0,3,0,0,0,0,ARMM
75357, ARMM,48728,Wage/Salaries,1,20486,17300,1595,4869,2260,6250,3600,0,1820,1283,6030,3000,820,2400,180,700,2394,0,0,0,Male,32,Married,Third Year High School,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,4,0,2,1,Single house,"Light material (cogon,nipa,anahaw)",Light,20,15,0,Rent-free house and lot with consent of owner,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
