Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle,Region_clean
50962,IVB - MIMAROPA,20023,Other sources of Income,0,11226,7731,278,1066,1345,1710,260,0,0,1050,7992,4800,7878,4800,0,0,1926,0,0,0,Male,71,Married,Grade 2,No Job/Business,,,Single Family,2,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Strong,42,11,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",0,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
70947,IVB - MIMAROPA,47658,Other sources of Income,0,26204,23450,1725,2171,1540,3420,3772,3764,964,3240,8850,4800,386,4860,0,367,2352,0,4645,4645,Male,69,Married,Grade 1,With Job/Business,Vegetable farmers,Self-employed wihout any employee,Extended Family,3,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,64,7,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",0,"Own use, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
120750,IVB - MIMAROPA,70398,Wage/Salaries,1,19529,14022,8930,11449,1070,6646,390,12450,14480,2450,19686,13200,345,978,1164,100,3102,0,0,0,Female,75,Widowed,Elementary Graduate,No Job/Business,,,Single Family,2,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,40,12,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, tubed/piped deep well",1,1,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
277327,IVB - MIMAROPA,74145,Other sources of Income,0,17807,14933,16226,5826,1335,5450,11438,0,0,4930,51492,21000,5760,4800,12390,1450,5178,3000,0,135860,Female,72,Widowed,Elementary Graduate,No Job/Business,,,Single Family,3,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,120,15,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,0,1,1,1,1,0,0,4,2,1,0,0,IVB - MIMAROPA
118875,IVB - MIMAROPA,57151,Other sources of Income,0,21805,10587,10041,3998,465,1090,7810,0,0,3600,18660,9000,383,4602,1032,3700,15228,0,0,0,Female,16,Single,Third Year High School,No Job/Business,,,Single Family,2,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,64,10,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,4,0,0,0,0,IVB - MIMAROPA
85520,IVB - MIMAROPA,66424,Wage/Salaries,0,26373,20034,1726,13053,977,1593,11300,870,3644,1405,27708,9000,1835,4068,1014,1265,7254,1027,160,10740,Male,50,Married,High School Graduate,With Job/Business,Fishery laborers and helpers,Worked for private establishment,Single Family,6,1,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,49,3,1,"Own house, rent-free lot with consent of owner",,1,"Shared, tubed/piped deep well",1,0,0,0,1,0,0,0,1,0,0,0,0,IVB - MIMAROPA
157029,IVB - MIMAROPA,107655,Wage/Salaries,0,30672,24590,18540,16480,2990,4960,15302,1073,0,4950,14826,9000,2577,6612,2808,175,11616,7190,0,7699,Male,49,Married,Elementary Graduate,With Job/Business,Hand packers and other manufacturing laborers,Worked for private establishment,Single Family,5,0,2,3,Single house,Mixed but predominantly strong materials,Very Light,36,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,1,0,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
72625,IVB - MIMAROPA,43536,Enterpreneurial Activities,0,14956,11128,2843,10306,1305,2055,1620,1560,6120,1275,10494,7200,863,600,216,420,5394,1150,0,29338,Male,34,Married,Elementary Graduate,With Job/Business,Cattle and dairy farmers,Self-employed wihout any employee,Single Family,5,1,2,2,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,30,2,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, shared with other household",1,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
63598,IVB - MIMAROPA,45777,Wage/Salaries,0,15721,9774,4440,9136,3319,2383,580,438,2987,360,9018,6000,50,360,1164,0,4548,0,4304,4304,Male,51,Married,High School Graduate,With Job/Business,Cattle and dairy farmers,Self-employed wihout any employee,Single Family,2,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,24,28,1,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
292787,IVB - MIMAROPA,100030,Wage/Salaries,0,37243,32544,19628,11064,2160,3829,1760,0,0,1105,17568,10800,6267,4398,2580,5480,24240,8500,0,14132,Male,62,Married,High School Graduate,With Job/Business,Traditional chiefs and heads of villages,Worked for government/government corporation,Extended Family,6,1,0,3,Single house,Mixed but predominantly strong materials,Quite Strong,24,28,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,5,0,0,0,0,IVB - MIMAROPA
118875,IVB - MIMAROPA,74731,Wage/Salaries,0,21314,16800,7340,9621,3860,4530,15910,0,0,640,13566,7200,800,17292,2226,5500,9984,1000,7080,7080,Male,42,Married,Third Year High School,With Job/Business,Carpenters and joiners,Worked for private establishment,Single Family,3,0,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,24,17,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
24452,IVB - MIMAROPA,13922,Other sources of Income,0,5784,5096,300,1621,648,2275,250,492,1629,0,9252,6000,0,240,0,0,216,0,8814,8814,Male,67,Widowed,Elementary Graduate,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,1,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,26,11,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
233300,IVB - MIMAROPA,126184,Other sources of Income,0,40638,27512,22260,4370,4192,3327,7410,0,31494,18500,38850,15000,32192,13260,7536,2100,7908,3000,0,18000,Male,67,Married,Third Year College,With Job/Business,Hog raising farmers,Self-employed wihout any employee,Extended Family,4,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,13,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",3,1,0,2,1,0,0,0,8,1,0,0,3,IVB - MIMAROPA
525682,IVB - MIMAROPA,79457,Wage/Salaries,0,18088,13600,3780,21734,1992,3870,15960,0,0,12630,45582,33000,1500,8544,3570,0,44496,6000,0,33898,Male,56,Married,Post Baccalaureate,With Job/Business,School principals,Worked for government/government corporation,Single Family,2,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,73,18,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",2,1,0,1,0,0,0,0,2,1,0,0,1,IVB - MIMAROPA
195806,IVB - MIMAROPA,80199,Wage/Salaries,0,36266,31766,2425,20476,845,2590,3050,1755,1810,550,23790,16200,0,3300,2886,12600,7404,3924,0,76396,Male,55,Married,High School Graduate,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Extended Family,8,0,2,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,36,9,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,3,0,0,1,0,IVB - MIMAROPA
104914,IVB - MIMAROPA,39340,Wage/Salaries,0,0,0,0,0,0,0,39340,0,0,0,7920,7200,11817,11160,2226,0,7026,0,0,0,Male,45,Married,High School Graduate,With Job/Business,Cashiers and ticket clerks,Worked for private establishment,Single Family,1,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,23,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
118295,IVB - MIMAROPA,86227,Other sources of Income,0,27849,17140,13820,16021,1560,3550,5920,0,0,5970,13020,6000,2406,840,1890,1715,9300,4800,0,1700,Female,39,Married,High School Graduate,With Job/Business,Hog raising farmers,Self-employed wihout any employee,Single Family,4,1,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,16,3,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,3,0,0,0,0,IVB - MIMAROPA
920420,IVB - MIMAROPA,72203,Enterpreneurial Activities,0,22808,13856,10850,13857,4628,3657,3875,728,0,2998,122754,48000,176206,14886,3378,0,4758,50000,7000,524502,Male,75,Married,Business and Administration Programs,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Employer in own family-operated farm or business,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,144,35,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,1,0,1,1,0,1,0,3,0,1,0,0,IVB - MIMAROPA
149202,IVB - MIMAROPA,109444,Other sources of Income,0,40287,19700,11749,18507,868,3555,12415,270,0,6810,14370,7500,1105,600,3048,3120,13650,1000,0,0,Female,31,Married,Second Year High School,No Job/Business,,,Single Family,6,0,5,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,36,23,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,0,0,1,1,0,0,0,2,1,0,0,0,IVB - MIMAROPA
159462,IVB - MIMAROPA,105387,Other sources of Income,0,40884,30308,8993,15935,3121,4012,12760,2254,0,1200,10530,6000,243,8154,1662,6050,8088,3000,8511,53228,Male,45,Married,Second Year College,With Job/Business,Coconut farmers,Self-employed wihout any employee,Extended Family,9,2,3,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,26,8,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",0,1,0,0,0,0,0,0,3,0,0,0,1,IVB - MIMAROPA
59547,IVB - MIMAROPA,31305,Other sources of Income,0,9878,7356,3160,3444,650,1275,3620,0,0,1000,28650,21000,0,4680,1164,0,1536,0,0,0,Female,84,Widowed,Grade 2,No Job/Business,,,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,48,43,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,0,0,1,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
526006,IVB - MIMAROPA,108789,Wage/Salaries,0,45515,34904,12258,14557,2656,4291,3930,0,3620,1950,56772,30000,2815,6498,8082,800,50904,8000,0,38580,Female,58,Widowed,Teacher Training and Education Sciences Programs,With Job/Business,General secondary education teaching professionals,Worked for government/government corporation,Extended Family,7,1,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,100,30,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",3,1,0,1,1,0,0,0,4,1,0,0,1,IVB - MIMAROPA
99399,IVB - MIMAROPA,86796,Other sources of Income,0,32173,20610,8577,16886,1580,8887,4578,5180,0,4395,18204,9600,294,1122,1398,1590,4998,1079,3565,14045,Male,56,Married,Grade 3,With Job/Business,Coconut farmers,Self-employed wihout any employee,Extended Family,4,0,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,6,36,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",0,1,1,0,1,0,0,0,3,0,0,0,0,IVB - MIMAROPA
214442,IVB - MIMAROPA,47950,Other sources of Income,0,13356,11213,4646,7813,2940,6770,100,1134,21720,3815,22578,12000,8474,3912,1794,0,19242,37780,28725,38157,Male,69,Married,Third Year College,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,7,19,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
59644,IVB - MIMAROPA,25571,Other sources of Income,0,7755,5883,2795,4035,1750,3616,0,370,0,850,12348,4800,165,5874,0,0,2292,4441,220,1460,Female,58,Widowed,Grade 5,With Job/Business,Hand launderers and pressers,Worked for private household,Single Family,1,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,32,20,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",0,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
72161,IVB - MIMAROPA,54795,Wage/Salaries,0,17128,13756,3205,9423,3940,7065,2700,3250,0,4265,11376,4200,724,450,366,1140,7002,63,5789,5789,Male,59,Married,Elementary Graduate,With Job/Business,Protective services workers n. e. c.,Worked for government/government corporation,Single Family,4,0,2,2,Single house,Mixed but predominantly light materials,Strong,11,7,1,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
141790,IVB - MIMAROPA,104203,Wage/Salaries,0,32864,29099,21530,15620,770,7073,3510,3181,2252,5365,17256,9000,3350,4458,1470,1108,6408,8625,0,27430,Male,48,Married,High School Graduate,With Job/Business,General managers/managing proprietors of restaurants and hotels,Self-employed wihout any employee,Single Family,6,1,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,80,20,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,4,0,0,0,0,IVB - MIMAROPA
175199,IVB - MIMAROPA,79046,Other sources of Income,0,19077,13326,14242,17109,1493,7118,1820,0,0,4020,41232,24000,200,6276,486,0,4470,0,0,22569,Male,66,Married,Elementary Graduate,With Job/Business,Shop salespersons and demonstrators,Worked without pay in own family-operated farm or business,Single Family,2,0,0,0,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,56,25,4,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",2,2,0,2,1,0,0,0,3,0,0,0,1,IVB - MIMAROPA
156464,IVB - MIMAROPA,50069,Enterpreneurial Activities,1,16757,13898,2836,6928,1747,6465,6335,2896,0,2210,19836,6000,50,2856,1698,4240,6864,5114,121532,129832,Male,44,Married,Grade 3,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,6,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,10,20,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,1,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
90356,IVB - MIMAROPA,64023,Other sources of Income,0,18462,15060,8415,18353,1493,4608,1735,5430,0,635,20334,15000,1198,5238,624,1325,3678,1096,0,22800,Male,55,Married,Grade 2,With Job/Business,General managers/managing proprietors n. e. c.,Self-employed wihout any employee,Single Family,3,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,16,25,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,1,0,0,1,0,0,0,1,0,0,0,0,IVB - MIMAROPA
110147,IVB - MIMAROPA,81697,Other sources of Income,0,22392,17264,15152,13170,835,3798,9666,3120,0,8025,19248,0,1907,3000,1716,1965,12648,1500,0,13325,Male,43,Married,High School Graduate,With Job/Business,Freight handlers,Worked for private establishment,Single Family,5,0,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,80,8,2,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,1,0,0,0,1,0,0,0,0,IVB - MIMAROPA
74656,IVB - MIMAROPA,34033,Wage/Salaries,0,14809,11249,2496,3475,1335,3638,884,0,0,785,22710,15000,68,4788,948,0,7590,500,0,0,Female,53,Divorced/Separated,Business and Administration Programs,With Job/Business,Traditional chiefs and heads of villages,Worked for government/government corporation,Single Family,3,0,0,2,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,18,53,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,1,0,0,0,3,0,0,0,0,IVB - MIMAROPA
